timestamp,topic,attributes_client.port,attributes_code.filepath,attributes_code.function,attributes_code.lineno,attributes_code.namespace,attributes_db.name,attributes_db.operation,attributes_db.statement,attributes_db.system,attributes_db.user,attributes_http.client_ip,attributes_http.method,attributes_http.request.body.size,attributes_http.request.method,attributes_http.response.body.size,attributes_http.response.status_code,attributes_http.route,attributes_http.status_code,attributes_http.url,attributes_http.user_agent,attributes_network.peer.address,attributes_network.protocol.version,attributes_server.address,attributes_server.port,attributes_url.full,attributes_url.path,attributes_url.scheme,attributes_user_agent.original,body,body_length,context_ip,context_method,context_request_data_age,context_request_data_name,context_status_code,context_trace_id,context_url,context_user_agent,correlation_cross_signal_health_score,correlation_error_correlation_score,correlation_error_density,correlation_error_to_request_ratio,correlation_metric_anomaly_rate,correlation_service_diversity,day_of_week,duration_ms,end_time,enhanced_body_length_cv,enhanced_body_length_max,enhanced_body_length_mean,enhanced_body_length_min,enhanced_body_length_p95,enhanced_body_length_std,enhanced_duration_ms_cv,enhanced_duration_ms_max,enhanced_duration_ms_mean,enhanced_duration_ms_min,enhanced_duration_ms_p95,enhanced_duration_ms_std,enhanced_error_rate,enhanced_hour_variance,enhanced_messages_per_minute,enhanced_peak_hour,enhanced_unique_sources,enhanced_value_cv,enhanced_value_max,enhanced_value_mean,enhanced_value_min,enhanced_value_p95,enhanced_value_std,enhanced_window_minutes,error,events_count,exception,exception_message,exception_stacktrace_length,exception_type,hour,is_error,kind,name,observed_ts,parent_span_id,resource_attributes_host.arch,resource_attributes_host.name,resource_attributes_os.description,resource_attributes_os.name,resource_attributes_os.type,resource_attributes_os.version,resource_attributes_process.executable.path,resource_attributes_process.owner,resource_attributes_process.pid,resource_attributes_process.runtime.name,resource_attributes_process.runtime.version,resource_attributes_service.name,resource_attributes_service.version,resource_attributes_telemetry.distro.name,resource_attributes_telemetry.distro.version,resource_attributes_telemetry.sdk.language,resource_attributes_telemetry.sdk.name,resource_attributes_telemetry.sdk.version,severity_number,severity_text,sliding_avg_duration_15m,sliding_avg_duration_5m,sliding_avg_duration_60m,sliding_avg_messages_15m,sliding_avg_messages_5m,sliding_avg_messages_60m,sliding_duration_trend_15m,sliding_duration_trend_5m,sliding_duration_trend_60m,sliding_error_rate_15m,sliding_error_rate_5m,sliding_error_rate_60m,sliding_trend_15m,sliding_trend_5m,sliding_trend_60m,sliding_volume_trend_15m,sliding_volume_trend_5m,sliding_volume_trend_60m,source,span_id,start_time,trace_id,value,__anomaly__,__anomaly_type__
2025-11-25T09:53:09.000Z,test-topic-sig,46010,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,98,GET,123,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,123,,,,,,,,,,,0.0,,,,1,216.0,2025-11-25T09:53:09.216Z,,,,,,,,,196.90236719254892,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /api/people,,bb950aa1040a4cb8,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,d9e3b473c12d4a28,2025-11-25T09:53:09.000Z,16f74a004fb04ec1b2dd35b80fb72d84,1.0,0,normal
2025-11-25T09:33:10.000Z,test-topic-sig,,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,handle,,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,37,POST,47,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,47,,,,,,,,,,,0.0,,,,1,93.0,2025-11-25T09:33:10.093Z,,,,,,,,,93.51473244597953,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,82f56ce681904dfe,2025-11-25T09:33:10.000Z,bf0cf5a8d60643bcabcebabe71bc9cda,1.0,0,normal
2025-11-25T09:36:48.000Z,test-topic-sig,,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,364,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,129,GET,162,200,/api/users,200,http://localhost:8000/api/users,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/users,/api/users,http,,,162,,,,,,,,,,,0.0,,,,1,64.0,2025-11-25T09:36:48.064Z,,,,,,,,,58.41953147297722,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /api/users,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,be88630f12f240fc,2025-11-25T09:36:48.000Z,ec7a333f143a43398f6be7c3b5d3c21f,1.0,0,normal
2025-11-25T09:15:42.000Z,test-topic-sig,53194,,handle,,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,160,GET,200,200,/api/users,200,http://localhost:8000/api/users,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/users,/api/users,http,,,200,,,,,,,,,,,0.0,,,,1,45.0,2025-11-25T09:15:42.045Z,,,,,,,,,43.00629537568093,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/users,,1ecb94511d6c41a8,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,e4af0aed98dd4527,2025-11-25T09:15:42.000Z,e0ddf0333286491cba028126c6a38447,1.0,0,normal
2025-11-25T09:09:01.000Z,test-topic-sig,45498,,handle,320,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,93,POST,117,200,/health,200,http://localhost:8000/health,k6/0.57.0,,,localhost,8000,http://localhost:8000/health,/health,http,,,117,,,,,,,,,,,0.0,,,,1,62.0,2025-11-25T09:09:01.062Z,,,,,,,,,66.51157567978308,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /health,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,63255d84057f4b1a,2025-11-25T09:09:01.000Z,76b05565064647d58ccbf9fb3a79651d,1.0,0,normal
2025-11-25T09:44:06.000Z,test-topic-sig,53862,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,197,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,522,POST,653,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,653,,,,,,,,,,,0.0,,,,1,62.0,2025-11-25T09:44:06.062Z,,,,,,,,,58.07525164376169,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,c9ba6d754ab64e25,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,86fc82391e154532,2025-11-25T09:44:06.000Z,1db35496442d4d2dbc3b593c0c664d8d,1.0,0,normal
2025-11-25T09:05:08.000Z,test-topic-sig,,,handle,,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,50,GET,63,200,/health,200,http://localhost:8000/health,k6/0.57.0,,,localhost,8000,http://localhost:8000/health,/health,http,,,63,,,,,,,,,,,0.0,,,,1,89.0,2025-11-25T09:05:08.089Z,,,,,,,,,96.58933229754469,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /health,,9e6bcf6c6ca94b7d,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,46f0067b1b6b42c0,2025-11-25T09:05:08.000Z,ac2a4f38eef14120939284becd9b3dfc,1.0,0,normal
2025-11-25T09:33:09.000Z,test-topic-sig,43141,,handle,299,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,44,POST,55,200,/health,200,http://localhost:8000/health,k6/0.57.0,,,localhost,8000,http://localhost:8000/health,/health,http,,,55,,,,,,,,,,,0.0,,,,1,147.0,2025-11-25T09:33:09.147Z,,,,,,,,,144.73642008811078,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /health,,5b385a5683154dd6,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,8907cb3c8b8b43f1,2025-11-25T09:33:09.000Z,d972bdbad3264024bd1a858d494582b0,1.0,0,normal
2025-11-25T09:20:15.000Z,test-topic-sig,,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,handle,,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,24,GET,30,200,/api/users,200,http://localhost:8000/api/users,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/users,/api/users,http,,,30,,,,,,,,,,,0.0,,,,1,102.0,2025-11-25T09:20:15.102Z,,,,,,,,,92.96034342646517,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /api/users,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,b7ec2fa0e917442f,2025-11-25T09:20:15.000Z,2fe9ba5c85064edf831c1a2992ff89c7,1.0,0,normal
2025-11-25T09:04:40.000Z,test-topic-sig,37707,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,396,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,138,POST,173,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,173,,,,,,,,,,,0.0,,,,1,40.0,2025-11-25T09:04:40.040Z,,,,,,,,,41.25898531578018,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,74655049c3a64f54,2025-11-25T09:04:40.000Z,804b9422311f4f6e9ac72f7cb45e521d,1.0,0,normal
2025-11-25T09:13:56.000Z,test-topic-sig,42969,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,484,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,136,POST,170,200,/api/orders,200,http://localhost:8000/api/orders,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/orders,/api/orders,http,,,170,,,,,,,,,,,0.0,,,,1,140.0,2025-11-25T09:13:56.140Z,,,,,,,,,143.3924591538066,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /api/orders,,e24775678d7e4f48,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,008a2b70f5fc4669,2025-11-25T09:13:56.000Z,37194b335b3747a7adee0a05e76bceef,1.0,0,normal
2025-11-25T09:14:33.000Z,test-topic-sig,41436,,,180,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,92,GET,116,200,/api/orders,200,http://localhost:8000/api/orders,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/orders,/api/orders,http,,,116,,,,,,,,,,,0.0,,,,1,83.0,2025-11-25T09:14:33.083Z,,,,,,,,,85.7865291816289,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/orders,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,6d751425df1c46a5,2025-11-25T09:14:33.000Z,11278886707941799d856a82d00438a8,1.0,0,normal
2025-11-25T09:07:04.000Z,test-topic-sig,59154,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,handle,409,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,66,GET,83,200,/api/users,200,http://localhost:8000/api/users,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/users,/api/users,http,,,83,,,,,,,,,,,0.0,,,,1,37.0,2025-11-25T09:07:04.037Z,,,,,,,,,38.38747875312985,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/users,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,fd05e39ea08e49b8,2025-11-25T09:07:04.000Z,a11429589f524f98b4d4e4e9a8115af8,1.0,0,normal
2025-11-25T09:17:08.000Z,test-topic-sig,43879,,handle,166,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,276,GET,345,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,345,,,,,,,,,,,0.0,,,,1,68.0,2025-11-25T09:17:08.068Z,,,,,,,,,71.28074035353187,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,5041d6040ba8463d,2025-11-25T09:17:08.000Z,739a290152d240d1b67c9d7c9b434802,1.0,0,normal
2025-11-25T09:07:38.000Z,test-topic-sig,,,handle,289,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,28,POST,36,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,36,,,,,,,,,,,0.0,,,,1,110.0,2025-11-25T09:07:38.110Z,,,,,,,,,101.80380142420705,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,3aed18d9d7be4f42,2025-11-25T09:07:38.000Z,8ec0e1d4bb6b4caf934c1b2f34b5061f,1.0,0,normal
2025-11-25T09:54:20.000Z,test-topic-sig,,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,handle,499,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,POST,87,GET,109,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,109,,,,,,,,,,,0.0,,,,1,109.0,2025-11-25T09:54:20.109Z,,,,,,,,,118.28165133201634,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /api/people,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,49bc10076b624ad4,2025-11-25T09:54:20.000Z,40d5e84ba40a44179e75d4dec31d1253,1.0,0,normal
2025-11-25T09:54:36.000Z,test-topic-sig,,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,310,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,193,POST,242,200,/api/users,200,http://localhost:8000/api/users,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/users,/api/users,http,,,242,,,,,,,,,,,0.0,,,,1,59.0,2025-11-25T09:54:36.059Z,,,,,,,,,54.97853454717263,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,GET /api/users,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,26b18da9dd1e42a2,2025-11-25T09:54:36.000Z,845e87b49fb14dad897f601791c91b30,1.0,0,normal
2025-11-25T09:02:38.000Z,test-topic-sig,56757,,handle,,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,249,GET,312,200,/health,200,http://localhost:8000/health,k6/0.57.0,,,localhost,8000,http://localhost:8000/health,/health,http,,,312,,,,,,,,,,,0.0,,,,1,167.0,2025-11-25T09:02:38.167Z,,,,,,,,,172.3451083038042,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /health,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,5869e9e39cf049bf,2025-11-25T09:02:38.000Z,7ca6b3a6c385420db8ec8689726a9c96,1.0,0,normal
2025-11-25T09:59:00.000Z,test-topic-sig,,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,374,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,92,GET,115,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,115,,,,,,,,,,,0.0,,,,1,54.0,2025-11-25T09:59:00.054Z,,,,,,,,,58.07201484501606,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,10b54720d252470a,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,8029ee55801348e4,2025-11-25T09:59:00.000Z,afebbbc1e8764795b15f839a602c603f,1.0,0,normal
2025-11-25T09:18:07.000Z,test-topic-sig,44239,/var/www/vendor/laravel/framework/src/Illuminate/Routing/Route.php,,361,Illuminate\Routing,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,258,POST,323,200,/api/people,200,http://localhost:8000/api/people,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/people,/api/people,http,,,323,,,,,,,,,,,0.0,,,,1,109.0,2025-11-25T09:18:07.109Z,,,,,,,,,99.06762643494844,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/people,,ad6bdb97cd3541b8,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,329c32ccbb43460a,2025-11-25T09:18:07.000Z,7cc6cedc043743f79504a10f323d1009,1.0,0,normal
2025-11-25T09:55:03.000Z,test-topic-sig,32292,,,,,test_crud,SELECT,"select * from ""people""",pgsql,root,172.20.0.1,GET,101,POST,127,200,/api/users,200,http://localhost:8000/api/users,k6/0.57.0,,,localhost,8000,http://localhost:8000/api/users,/api/users,http,,,127,,,,,,,,,,,0.0,,,,1,67.0,2025-11-25T09:55:03.067Z,,,,,,,,,67.09544155407261,,,,0.0,,,,,,,,,,,,0,,,,,,9,0,2,POST /api/users,,,,,,,,,,,,,,laravel,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,laravel,7c4cb0eaae4747a3,2025-11-25T09:55:03.000Z,1d87c51163084b798e62a7dd11816fb0,1.0,0,normal
